"Genero","Altura","Peso","Duracao","Batimento.Cardiaco","Temperatura.Corporal","Calorias","Idade"
"feminino",174,67,24,102,40.5,135,"30-39"
"masculino",170,76,12,101,40.2,85,"70-79"
NA,172,68,26,94,40.9,124,"30-39"
"masculino",194,99,17,95,40.2,88,"30-39"
"feminino",162,57,22,104,40.7,129,"20-29"
"feminino",152,53,20,95,40.2,108,"40-49"
"feminino",179,76,21,102,40.5,120,"40-49"
"masculino",NA,104,18,99,40.6,90,"20-29"
"feminino",NA,64,22,106,40.9,132,"20-29"
"masculino",182,88,13,106,40.2,83,"30-39"
NA,182,89,15,98,40.6,86,"40-49"
"masculino",169,69,16,102,40.2,80,"20-29"
"masculino",191,89,22,90,40.3,104,"50-59"
"masculino",185,95,18,102,40.3,121,"50-59"
"feminino",175,68,22,101,40.7,120,"20-29"
"masculino",165,68,25,NA,40.5,111,"20-29"
"feminino",NA,62,16,103,40.5,104,"60-69"
"feminino",NA,61,18,97,40.7,104,"60-69"
"feminino",174,71,17,101,40.5,100,"50-59"
"masculino",166,69,22,96,40.4,99,"30-39"
"feminino",167,63,16,97,40.2,87,"40-49"
"feminino",159,57,17,101,40.3,100,"40-49"
"masculino",171,72,16,99,40.2,86,"40-49"
"masculino",186,87,24,105,40.4,138,"20-29"
"masculino",183,91,21,92,40.3,126,"60-69"
"feminino",158,56,18,105,40.2,118,"50-59"
"feminino",NA,62,19,96,40.5,95,"20-29"
"masculino",170,75,18,95,40.6,119,"70-79"
"masculino",181,85,18,92,40.7,95,"50-59"
"masculino",188,NA,22,105,40.8,124,"20-29"
"feminino",170,63,16,98,40.5,86,"30-39"
"feminino",171,74,16,95,40.4,90,"70-79"
"masculino",187,91,20,94,40.8,87,"20-29"
"feminino",NA,58,22,94,40.5,104,"20-29"
"masculino",174,78,19,106,40.5,134,"50-59"
"masculino",170,73,16,96,40,87,"50-59"
"masculino",172,74,23,94,40.6,135,"60-69"
"masculino",168,73,22,101,41.1,113,"30-39"
"masculino",NA,81,24,107,40.5,137,"20-29"
"masculino",189,95,18,NA,40,131,"70-79"
"feminino",184,72,22,98,41,112,"20-29"
"feminino",149,51,23,100,40.7,126,"20-29"
"masculino",165,69,28,102,41,135,"20-29"
"feminino",NA,71,17,90,40.3,80,"50-59"
"feminino",154,56,20,103,40.2,121,"40-49"
NA,165,65,23,105,40.5,137,"20-29"
"masculino",193,89,21,100,40.7,111,"30-39"
"masculino",184,89,16,102,40.3,116,"60-69"
"masculino",175,73,27,98,40.9,124,"20-29"
"masculino",174,77,17,98,40.4,91,"40-49"
"feminino",168,NA,21,107,40.3,128,"20-29"
NA,152,57,23,104,40.7,138,"30-39"
"feminino",172,68,23,97,40.6,127,"50-59"
"feminino",169,65,18,92,40.5,82,"20-29"
"masculino",169,70,15,95,40.6,86,"60-69"
"feminino",151,56,16,101,40,92,"30-39"
NA,154,53,20,92,40.3,97,"30-39"
"feminino",174,73,24,95,40.7,136,"70-79"
"masculino",182,82,17,96,40.2,114,"70-79"
"masculino",179,75,20,101,41,100,"20-29"
"masculino",188,85,14,106,40,112,"60-69"
"masculino",198,103,19,NA,40.1,106,"30-39"
"feminino",170,NA,15,100,40.3,92,"70-79"
"feminino",173,69,15,92,40,80,"70-79"
"feminino",185,86,17,92,40.3,84,"60-69"
"feminino",144,47,20,NA,40.1,119,"30-39"
"masculino",178,78,17,NA,40.1,114,"60-69"
"masculino",169,75,21,95,40.6,115,"50-59"
"masculino",181,82,21,103,40.5,125,"30-39"
"masculino",184,85,18,105,40.2,111,"30-39"
"masculino",201,108,18,95,40.4,98,"40-49"
"masculino",NA,93,20,97,40.6,92,"20-29"
"masculino",181,78,17,102,40.4,92,"30-39"
"masculino",186,82,17,95,40.1,81,"30-39"
"feminino",147,52,19,92,40.4,92,"30-39"
"feminino",173,68,19,104,40.2,117,"40-49"
"masculino",172,75,25,106,40.8,137,"20-29"
NA,166,73,17,100,40.2,104,"50-59"
"masculino",181,82,20,102,40.2,134,"50-59"
"masculino",184,81,23,94,40.4,87,"20-29"
"feminino",164,60,19,103,40.3,110,"20-29"
NA,195,93,18,89,40.3,91,"50-59"
"feminino",165,62,20,102,40.4,113,"20-29"
"feminino",164,66,19,100,40.2,110,"50-59"
"masculino",188,90,18,103,40.3,134,"60-69"
"feminino",154,57,16,102,40.1,101,"60-69"
"feminino",160,63,18,106,40.4,107,"20-29"
"masculino",NA,86,18,96,40.5,93,"40-49"
"feminino",164,NA,18,96,40.1,106,"70-79"
"feminino",173,72,17,98,40.3,88,"30-39"
"feminino",158,60,16,NA,40.3,103,"70-79"
"masculino",211,116,19,105,40.2,124,"20-29"
"masculino",193,101,14,99,40.2,106,"70-79"
"masculino",191,85,23,101,40.3,131,"30-39"
"masculino",184,83,23,107,40.5,138,"20-29"
"feminino",172,70,16,NA,40.2,81,"30-39"
"masculino",176,79,26,103,40.8,131,"20-29"
"feminino",171,70,19,98,40.6,101,"30-39"
"masculino",180,81,20,95,40.5,95,"30-39"
"feminino",NA,NA,17,102,40.2,99,"30-39"
"masculino",169,77,27,99,41.2,134,"30-39"
"feminino",160,58,18,96,40.1,104,"60-69"
"masculino",202,100,14,105,39.8,99,"40-49"
"masculino",176,76,15,93,40.3,84,"60-69"
"masculino",187,85,17,100,40.1,96,"40-49"
"masculino",197,94,18,93,40.4,89,"40-49"
"feminino",149,53,18,96,40,107,"70-79"
"masculino",170,70,21,101,40.5,108,"30-39"
"masculino",192,91,18,92,40.5,82,"30-39"
"feminino",153,51,17,101,40.3,101,"40-49"
"feminino",168,61,22,104,40.7,134,"30-39"
"feminino",164,62,20,95,40.5,106,"40-49"
"feminino",NA,67,19,105,40.5,116,"30-39"
"masculino",NA,96,20,100,40.7,101,"20-29"
"masculino",192,99,19,99,40.5,94,"20-29"
"feminino",170,69,22,100,40.4,132,"60-69"
"feminino",NA,59,20,104,40.6,135,"70-79"
"masculino",184,87,16,96,40.3,87,"40-49"
"masculino",202,108,18,97,40.3,96,"30-39"
NA,184,78,21,95,40.5,84,"20-29"
"masculino",194,97,16,97,40.2,80,"30-39"
"feminino",163,64,19,105,40.4,113,"20-29"
"feminino",167,64,20,100,40.4,108,"20-29"
"feminino",160,60,16,97,40.3,90,"50-59"
"feminino",174,65,18,NA,40.1,104,"50-59"
"feminino",168,67,16,89,39.9,82,"70-79"
"feminino",165,58,23,97,40.4,117,"20-29"
"masculino",196,102,17,107,40.4,124,"40-49"
"feminino",162,61,15,100,40.1,87,"40-49"
"feminino",181,73,20,100,40.4,104,"20-29"
"feminino",161,61,25,97,41,127,"20-29"
"feminino",NA,74,20,103,40.4,115,"30-39"
"feminino",173,71,19,97,40.8,105,"50-59"
"feminino",157,54,16,98,40.4,84,"20-29"
"feminino",163,57,19,96,40.5,94,"20-29"
"masculino",196,100,20,92,40.4,83,"20-29"
"feminino",164,57,18,101,40.5,101,"20-29"
"masculino",176,80,16,101,40.3,85,"30-39"
"feminino",174,72,24,91,40.6,126,"70-79"
"feminino",172,71,17,94,40.5,91,"60-69"
"masculino",177,78,22,98,40.9,109,"30-39"
"feminino",177,75,16,96,40.4,84,"50-59"
"masculino",194,94,17,93,40.6,83,"40-49"
"feminino",162,57,24,96,40.7,133,"50-59"
"feminino",166,58,15,101,40.1,84,"20-29"
"feminino",163,67,20,100,40.7,118,"50-59"
"feminino",153,52,17,104,40.5,110,"50-59"
"masculino",195,96,16,92,40.3,94,"60-69"
"feminino",170,68,19,105,40.6,113,"30-39"
"masculino",192,92,21,105,40.4,132,"30-39"
"feminino",172,63,20,93,40.1,97,"30-39"
"masculino",192,88,22,107,40.7,128,"20-29"
"feminino",172,68,21,104,40.3,136,"60-69"
"feminino",150,53,23,103,40.6,133,"20-29"
"feminino",181,79,25,100,40.8,138,"40-49"
"feminino",156,61,20,96,40.4,102,"30-39"
"feminino",165,63,21,98,40.7,108,"20-29"
"masculino",179,77,19,98,40.4,82,"20-29"
"masculino",179,81,19,101,40.9,116,"40-49"
"feminino",162,60,21,102,40.6,121,"30-39"
"feminino",160,59,21,108,40.6,138,"40-49"
"feminino",170,63,16,106,40.2,97,"20-29"
"masculino",175,77,26,102,41,127,"20-29"
"feminino",165,64,16,97,40.5,85,"30-39"
NA,161,63,16,94,40.1,80,"30-39"
"masculino",190,94,19,100,40.4,116,"40-49"
"feminino",172,73,22,99,40.5,114,"20-29"
"feminino",165,NA,13,101,40.1,82,"70-79"
"masculino",178,80,24,105,40.3,129,"20-29"
"feminino",178,73,23,103,40.8,134,"30-39"
"masculino",183,90,17,102,40.2,125,"60-69"
"feminino",164,67,19,94,40.2,105,"70-79"
"masculino",185,88,19,98,40.5,92,"20-29"
"masculino",188,93,21,105,40.2,132,"30-39"
NA,191,88,16,90,40.2,85,"60-69"
"feminino",166,58,20,99,40.9,123,"70-79"
"masculino",179,76,17,105,40.4,115,"50-59"
"masculino",197,105,21,99,40.7,116,"30-39"
"feminino",163,63,24,96,40.7,132,"50-59"
"feminino",169,67,21,99,40.8,117,"40-49"
"masculino",191,97,15,100,40.1,111,"70-79"
"masculino",185,90,15,99,40.4,92,"50-59"
"feminino",NA,66,19,103,40.1,126,"70-79"
"feminino",145,52,14,97,39.9,83,"60-69"
"masculino",189,90,18,101,40.5,112,"40-49"
"feminino",168,66,23,104,40.4,131,"20-29"
"feminino",164,61,14,107,39.9,87,"20-29"
"feminino",170,70,21,87,41,96,"60-69"
"feminino",166,NA,23,100,40.3,129,"30-39"
"masculino",179,80,18,98,40.7,90,"30-39"
"masculino",174,NA,20,107,40.7,119,"20-29"
"feminino",174,72,20,93,40.6,95,"30-39"
"masculino",178,82,18,102,40.3,118,"50-59"
"feminino",163,70,17,94,40.4,83,"30-39"
"feminino",161,62,15,102,40.5,95,"60-69"
"masculino",181,82,16,103,40.3,88,"20-29"
"masculino",183,76,16,102,40.4,82,"20-29"
NA,186,80,15,103,40,81,"20-29"
"masculino",193,96,18,101,40.3,102,"30-39"
"feminino",149,56,20,92,40.8,111,"70-79"
"masculino",173,78,20,95,40.4,124,"70-79"
"feminino",151,53,18,100,40.7,104,"30-39"
"feminino",144,47,21,99,40.6,117,"30-39"
"masculino",182,86,18,100,40.5,124,"60-69"
"feminino",183,NA,21,99,40.9,114,"40-49"
"masculino",163,69,16,105,40.4,87,"20-29"
"masculino",180,NA,20,97,40.4,84,"20-29"
"feminino",167,61,16,101,39.9,89,"20-29"
"feminino",173,74,22,102,40.1,137,"60-69"
"feminino",163,68,16,95,40.3,89,"60-69"
"masculino",183,80,20,97,40.6,118,"50-59"
"masculino",176,80,25,99,40.8,126,"30-39"
"feminino",173,71,21,89,40.8,87,"20-29"
"feminino",157,54,16,95,40.5,91,"60-69"
"masculino",187,NA,23,98,40.8,106,"20-29"
"masculino",173,70,21,105,40.4,119,"30-39"
"feminino",166,68,15,101,40.1,85,"30-39"
"masculino",189,90,27,98,40.7,122,"20-29"
"feminino",156,NA,20,91,40.3,95,"40-49"
"masculino",191,94,15,99,40.4,103,"60-69"
"feminino",154,57,20,96,40.6,116,"60-69"
"feminino",150,NA,22,92,40.2,110,"40-49"
"masculino",182,86,18,96,40.5,103,"50-59"
"masculino",191,94,17,96,40.3,85,"30-39"
"masculino",172,77,21,100,40.4,126,"50-59"
"masculino",163,71,20,95,40.6,81,"20-29"
"feminino",164,60,23,102,40.4,128,"20-29"
"masculino",193,98,19,100,40.2,116,"40-49"
"masculino",197,100,24,93,40.5,97,"20-29"
"feminino",167,63,20,107,40.6,136,"60-69"
"feminino",152,53,18,96,40.5,102,"50-59"
"feminino",154,54,19,NA,40.6,107,"20-29"
"feminino",149,54,22,97,40.6,115,"20-29"
"feminino",156,58,18,98,40.5,97,"30-39"
"masculino",194,90,16,97,40.3,99,"50-59"
"feminino",166,68,21,103,40.8,125,"40-49"
"masculino",194,92,19,97,40.5,86,"20-29"
"feminino",167,72,20,96,40.4,107,"50-59"
"masculino",179,77,16,106,40.3,94,"20-29"
"masculino",193,97,14,94,40.3,85,"60-69"
NA,149,47,16,99,40.2,94,"40-49"
"feminino",164,61,17,94,40.5,81,"20-29"
"masculino",178,82,16,NA,39.9,94,"40-49"
"masculino",NA,93,21,97,40.5,112,"30-39"
"feminino",174,72,18,97,40.4,94,"40-49"
"feminino",164,66,16,94,40.2,84,"50-59"
"masculino",182,89,18,102,40.2,104,"30-39"
"feminino",156,55,18,94,40.4,88,"20-29"
"masculino",203,106,17,98,40.5,106,"40-49"
"feminino",174,74,14,98,40.1,81,"60-69"
"feminino",158,61,17,93,40.4,86,"40-49"
"masculino",179,84,17,99,40.2,94,"40-49"
"masculino",195,93,21,99,40.4,131,"50-59"
"feminino",166,66,20,95,40.2,105,"50-59"
"feminino",177,70,22,109,40.6,136,"20-29"
"masculino",184,91,23,96,41,132,"50-59"
"masculino",186,91,24,96,40.6,117,"30-39"
"masculino",170,69,18,101,40.2,100,"40-49"
"masculino",175,78,19,108,40.5,126,"30-39"
"masculino",195,99,17,101,40.2,101,"30-39"
"masculino",NA,81,27,94,40.6,106,"20-29"
"feminino",164,65,17,107,40.4,112,"50-59"
"masculino",186,88,20,NA,40.4,101,"30-39"
"masculino",197,92,14,103,40.3,84,"30-39"
"masculino",NA,66,25,107,40.8,136,"20-29"
"feminino",185,85,16,98,40.3,88,"60-69"
"masculino",175,74,23,107,40.7,136,"20-29"
"feminino",157,62,20,98,40.5,106,"30-39"
"feminino",155,60,19,110,40.4,133,"50-59"
"masculino",NA,90,17,99,40.6,125,"70-79"
"masculino",181,84,19,101,40.2,107,"30-39"
"feminino",166,65,20,97,40.5,99,"20-29"
"feminino",167,65,23,97,40.6,121,"30-39"
"feminino",162,57,22,96,41,114,"30-39"
"masculino",195,97,21,100,40.8,105,"20-29"
"masculino",163,66,19,101,40.3,104,"40-49"
"masculino",180,78,22,101,40.5,108,"20-29"
"masculino",191,93,16,91,40.3,100,"70-79"
"feminino",164,62,17,98,40.2,93,"40-49"
"feminino",164,61,20,94,40.6,100,"30-39"
"feminino",157,55,15,100,40.3,82,"20-29"
"feminino",NA,NA,17,109,40.6,120,"70-79"
"masculino",172,77,18,97,40.6,113,"60-69"
"feminino",172,74,24,98,40.8,127,"40-49"
"feminino",177,71,21,107,40.4,132,"40-49"
"masculino",197,98,20,100,40.5,123,"40-49"
NA,173,74,25,100,40.6,112,"20-29"
"feminino",NA,70,18,94,40.3,94,"50-59"
"feminino",158,56,21,105,40.1,125,"20-29"
"masculino",181,84,15,99,39.9,105,"70-79"
"masculino",178,77,22,99,40.4,105,"20-29"
"feminino",183,80,21,97,40.4,113,"50-59"
"masculino",194,94,17,106,40.3,102,"20-29"
"masculino",180,85,22,96,40.8,108,"30-39"
"masculino",203,104,18,108,40.5,131,"40-49"
NA,176,68,22,95,40.5,106,"20-29"
"masculino",196,102,22,NA,41.1,123,"30-39"
"feminino",162,58,20,108,40.6,129,"30-39"
"masculino",190,88,17,100,40.2,82,"20-29"
"masculino",187,89,18,94,40.1,100,"50-59"
"masculino",190,98,13,103,40.1,103,"70-79"
"feminino",171,68,18,99,40.3,95,"20-29"
"feminino",173,68,22,NA,40.8,130,"20-29"
"feminino",180,76,18,106,40.4,108,"30-39"
"masculino",198,92,19,102,40.5,126,"50-59"
"feminino",167,61,22,95,40.7,113,"30-39"
"masculino",188,88,16,96,40.5,92,"50-59"
"masculino",170,78,15,99,40.1,92,"50-59"
"feminino",179,73,21,108,40.6,130,"20-29"
"masculino",192,93,18,109,40.5,134,"40-49"
"feminino",156,58,16,105,40.4,96,"20-29"
NA,157,55,20,97,40.5,103,"20-29"
"feminino",145,48,18,91,40.5,83,"20-29"
"masculino",199,93,22,104,40.6,127,"20-29"
"masculino",165,68,20,98,40.2,98,"30-39"
"feminino",177,72,20,97,40.3,112,"60-69"
"masculino",186,92,18,100,40.5,131,"70-79"
"feminino",165,68,19,91,40.4,97,"60-69"
"feminino",171,73,15,97,40,83,"50-59"
"feminino",160,58,21,103,40.7,127,"40-49"
"masculino",206,110,14,95,39.7,94,"60-69"
"masculino",175,82,15,103,40.6,98,"50-59"
NA,165,65,19,105,40.4,121,"50-59"
"feminino",164,62,22,98,40.6,113,"20-29"
"masculino",172,69,16,NA,40.3,88,"50-59"
"masculino",199,105,15,90,40.1,81,"50-59"
"masculino",178,81,13,101,39.7,85,"50-59"
"feminino",153,57,16,99,40.4,96,"60-69"
"feminino",151,NA,21,92,40.6,98,"20-29"
"masculino",193,98,17,94,40.3,111,"70-79"
"feminino",162,55,21,103,40.6,123,"20-29"
"masculino",NA,77,20,NA,40.4,129,"70-79"
"masculino",207,114,16,105,40.3,117,"40-49"
NA,168,63,16,99,39.9,88,"30-39"
"feminino",164,62,23,94,40.9,128,"70-79"
"feminino",180,72,23,100,40.9,121,"20-29"
"feminino",176,NA,17,103,40.7,103,"50-59"
"feminino",160,56,22,100,40.6,127,"40-49"
"masculino",196,94,22,99,40.6,109,"20-29"
"feminino",181,80,18,98,40.3,92,"30-39"
"masculino",182,83,17,96,40.2,110,"70-79"
"feminino",197,87,19,96,40.2,90,"30-39"
"masculino",190,82,23,98,40.5,113,"30-39"
"feminino",176,73,21,103,40.2,120,"30-39"
"masculino",193,90,23,97,40.7,117,"30-39"
"masculino",180,86,12,97,40.3,80,"60-69"
"masculino",181,83,20,109,40.7,129,"20-29"
"feminino",152,55,14,105,39.9,85,"20-29"
"masculino",185,81,19,102,40.4,105,"30-39"
"masculino",169,74,22,105,40.4,116,"20-29"
"masculino",187,94,18,105,40.5,115,"30-39"
"masculino",189,88,16,101,40,103,"50-59"
"masculino",184,91,17,95,40.4,90,"40-49"
"feminino",179,73,20,95,40.3,108,"60-69"
"masculino",194,101,18,95,40.4,93,"30-39"
"feminino",161,60,22,96,40.5,118,"40-49"
"masculino",NA,75,18,94,40.3,87,"40-49"
"feminino",NA,53,22,97,40.5,122,"40-49"
"masculino",173,83,18,NA,40.5,98,"50-59"
"feminino",167,66,20,94,40.1,95,"20-29"
NA,188,93,16,110,40.1,112,"30-39"
"feminino",161,63,23,99,40.5,130,"40-49"
"feminino",184,79,21,102,40.4,117,"30-39"
"masculino",196,97,19,100,40.4,96,"20-29"
"feminino",166,61,16,99,40.4,92,"50-59"
"feminino",177,68,17,100,40.3,91,"20-29"
"feminino",163,61,17,97,40.2,87,"20-29"
"feminino",163,60,19,98,40.2,112,"60-69"
"feminino",163,61,17,100,40.4,98,"40-49"
"feminino",183,82,17,101,40.3,103,"70-79"
"feminino",175,70,18,98,40.2,95,"30-39"
"feminino",152,56,18,102,40.1,109,"40-49"
"masculino",176,82,25,100,41,117,"20-29"
"masculino",203,109,11,102,39.6,84,"60-69"
"feminino",172,68,14,95,39.9,80,"70-79"
"feminino",162,59,20,99,40.4,114,"40-49"
"masculino",179,81,26,97,40.5,123,"30-39"
"feminino",165,68,17,97,40.7,100,"70-79"
"masculino",192,94,20,103,40.6,107,"20-29"
"feminino",167,64,20,96,40.3,98,"20-29"
NA,187,83,19,100,40.5,112,"40-49"
"feminino",182,75,19,102,40.3,113,"50-59"
"feminino",151,48,21,105,40.6,137,"40-49"
"masculino",174,76,25,97,40.5,112,"20-29"
"feminino",157,55,19,100,40.7,109,"30-39"
"masculino",196,92,20,92,40.6,82,"20-29"
"feminino",170,64,26,98,40.6,137,"30-39"
NA,163,67,15,99,40.4,90,"60-69"
"feminino",159,65,22,102,40.6,134,"50-59"
"feminino",169,62,22,103,40.5,137,"50-59"
"feminino",160,60,14,103,40.2,87,"50-59"
"masculino",177,77,23,99,40.4,136,"50-59"
"feminino",159,NA,21,100,40.5,122,"40-49"
"masculino",189,89,20,95,40.5,106,"40-49"
"feminino",172,74,15,96,40.3,86,"70-79"
"feminino",155,NA,17,92,40.5,84,"40-49"
"masculino",180,83,21,94,40.6,108,"40-49"
NA,176,75,20,103,40.3,114,"30-39"
"masculino",198,100,22,94,40.7,111,"30-39"
"feminino",160,60,16,96,40.2,95,"70-79"
"feminino",165,66,24,102,40.6,133,"20-29"
"feminino",175,70,17,101,40.5,99,"40-49"
"feminino",176,NA,24,NA,40.5,137,"20-29"
"masculino",193,97,19,98,40.3,90,"20-29"
"feminino",158,61,21,107,40.8,132,"30-39"
"feminino",156,60,23,101,40.8,131,"30-39"
"masculino",187,91,16,98,40.3,110,"60-69"
"masculino",191,NA,17,99,40.2,123,"70-79"
"feminino",151,56,17,107,40.2,110,"30-39"
"feminino",158,54,26,94,40.7,133,"30-39"
"masculino",203,102,17,93,40.4,92,"40-49"
"masculino",162,64,20,98,40.3,96,"30-39"
"feminino",168,70,15,NA,39.9,83,"40-49"
"feminino",157,54,19,97,40.6,99,"20-29"
"feminino",156,56,17,93,40.3,83,"30-39"
"feminino",161,59,14,101,40.2,83,"40-49"
"feminino",169,72,18,103,40.7,114,"60-69"
"feminino",150,NA,17,93,40.4,88,"40-49"
"feminino",NA,52,17,99,40,102,"50-59"
"masculino",173,74,16,97,40.3,81,"40-49"
"feminino",153,52,19,100,40.4,110,"30-39"
"masculino",NA,77,18,96,40.5,98,"50-59"
"feminino",145,55,15,101,40.1,92,"50-59"
"feminino",167,64,22,97,40.4,129,"70-79"
"feminino",163,64,25,98,40.6,131,"30-39"
"feminino",183,80,20,102,40.8,118,"50-59"
"feminino",167,NA,17,99,40,91,"30-39"
"masculino",176,84,20,99,40.3,131,"60-69"
"feminino",167,67,21,97,40.3,112,"40-49"
"feminino",169,64,18,97,39.9,93,"30-39"
"masculino",185,NA,19,95,40.4,108,"50-59"
"masculino",183,89,23,96,40.4,130,"50-59"
"feminino",156,62,19,103,40.3,109,"20-29"
"masculino",172,72,14,102,40.5,87,"50-59"
"feminino",162,62,20,94,40.3,100,"30-39"
"feminino",158,55,19,98,40.1,101,"20-29"
"feminino",163,62,19,93,40.4,89,"20-29"
"feminino",158,NA,20,98,40.6,110,"40-49"
NA,147,48,17,91,40.5,81,"30-39"
"masculino",182,84,19,101,40.4,100,"20-29"
"masculino",193,94,17,97,40.3,123,"70-79"
"feminino",168,64,18,96,40.5,91,"30-39"
"masculino",179,86,15,108,40.3,102,"30-39"
"masculino",NA,93,18,102,40.2,132,"60-69"
"feminino",176,68,21,105,39.9,121,"20-29"
"masculino",173,74,24,93,40.6,85,"20-29"
"feminino",144,48,17,98,40.1,95,"30-39"
"masculino",NA,80,15,98,40,88,"50-59"
"masculino",182,81,18,99,40.7,88,"20-29"
"feminino",NA,63,21,104,40.5,125,"30-39"
"feminino",164,58,16,103,40.3,98,"40-49"
"masculino",186,88,20,110,40.3,127,"20-29"
"masculino",NA,NA,16,103,40.2,104,"40-49"
"feminino",NA,66,17,100,40.5,94,"30-39"
"masculino",181,81,15,97,40.2,102,"70-79"
"feminino",164,58,21,94,40.8,103,"20-29"
"feminino",142,49,25,92,41,135,"60-69"
"feminino",163,65,22,103,40.5,124,"20-29"
"feminino",169,68,16,97,40.6,85,"40-49"
"masculino",193,92,21,97,40.6,100,"20-29"
"masculino",190,96,21,99,40.6,125,"40-49"
"masculino",187,96,17,90,40.3,92,"60-69"
"feminino",169,62,22,103,40.5,133,"40-49"
NA,NA,56,15,105,40.5,92,"30-39"
"masculino",195,104,18,96,40.7,132,"70-79"
"feminino",177,76,20,106,40.6,116,"20-29"
"masculino",184,84,21,99,40.6,102,"20-29"
"feminino",149,56,21,103,40.5,129,"40-49"
"masculino",NA,94,15,85,40.1,80,"70-79"
"feminino",167,NA,24,99,40.9,127,"20-29"
"feminino",178,71,20,101,40.5,125,"70-79"
"feminino",166,66,22,93,40.9,107,"40-49"
"masculino",171,81,18,96,40.4,85,"30-39"
"feminino",146,50,25,97,41,133,"20-29"
"feminino",164,66,17,99,40.3,105,"70-79"
"masculino",190,87,23,100,40.7,116,"20-29"
"masculino",200,105,18,99,40.5,106,"30-39"
"feminino",167,64,21,98,40.6,120,"50-59"
"masculino",181,87,19,105,40.4,119,"30-39"
"masculino",180,83,21,107,40.5,136,"30-39"
"feminino",165,60,19,91,40.2,96,"50-59"
"masculino",184,88,15,99,39.9,105,"60-69"
"masculino",194,98,18,97,40.4,121,"60-69"
"feminino",147,NA,13,105,40.2,81,"30-39"
"masculino",174,73,15,105,40.2,82,"20-29"
"feminino",161,63,22,101,40.6,121,"20-29"
"masculino",194,94,24,98,40.8,124,"30-39"
"masculino",175,81,21,102,40.6,117,"30-39"
"masculino",190,97,19,104,40.1,128,"40-49"
"masculino",187,91,18,99,39.9,119,"60-69"
"masculino",177,80,14,93,39.9,86,"70-79"
"feminino",171,65,19,102,40.7,108,"30-39"
"feminino",146,45,14,101,40.1,90,"60-69"
"masculino",184,81,21,104,40.2,113,"20-29"
"masculino",177,82,23,102,40.8,128,"30-39"
"feminino",NA,72,24,95,40.7,118,"30-39"
"masculino",192,90,20,106,40.4,114,"20-29"
"feminino",160,57,18,97,40.2,91,"20-29"
"feminino",149,52,22,103,41,128,"20-29"
"feminino",162,58,19,100,40.5,105,"30-39"
"masculino",168,69,20,97,40.5,109,"50-59"
"feminino",NA,47,20,99,40.6,110,"20-29"
"feminino",152,51,18,96,40.6,95,"30-39"
"masculino",187,86,23,96,41,96,"20-29"
"masculino",204,108,17,96,40.1,88,"30-39"
"feminino",147,54,22,100,40.6,132,"50-59"
"feminino",173,76,24,100,40.8,134,"40-49"
"masculino",198,NA,27,98,41,128,"20-29"
"feminino",166,60,20,98,40.7,105,"20-29"
"feminino",172,62,23,103,40.8,131,"20-29"
"masculino",191,100,23,100,41,128,"30-39"
"feminino",162,58,21,100,40.5,117,"30-39"
"masculino",198,91,23,102,40.8,120,"20-29"
"feminino",165,59,20,96,40.3,101,"20-29"
"masculino",207,119,14,94,39.9,103,"70-79"
"masculino",210,112,20,107,40.7,138,"30-39"
"masculino",193,96,16,87,40.4,83,"60-69"
"masculino",159,60,21,98,40.6,110,"40-49"
"masculino",170,76,18,100,40.4,99,"40-49"
"masculino",185,84,26,102,40.5,132,"20-29"
"masculino",194,93,22,101,40.6,117,"20-29"
"masculino",180,79,21,105,40,119,"20-29"
"feminino",146,42,22,98,40.2,119,"20-29"
"feminino",159,61,17,96,40.5,85,"20-29"
"masculino",179,81,15,98,40.1,107,"70-79"
"masculino",179,86,18,100,40.5,134,"70-79"
"feminino",160,58,14,97,40.2,82,"60-69"
"masculino",184,NA,19,100,40.5,89,"20-29"
"masculino",NA,95,17,95,40.3,107,"60-69"
NA,194,100,19,102,40.4,121,"40-49"
"feminino",177,73,17,96,40.4,81,"20-29"
"feminino",NA,54,23,97,40.4,136,"60-69"
"masculino",160,64,21,102,40.5,98,"20-29"
"feminino",173,73,15,97,40.5,86,"70-79"
"masculino",193,92,17,97,40.3,95,"40-49"
"masculino",188,90,20,96,40.5,86,"20-29"
"feminino",183,75,20,98,40.5,102,"20-29"
"masculino",173,71,23,103,40.4,116,"20-29"
